Date,Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263
2019-07-23,0,5,0,0,8,0,0,26,0,1,3,0,0,5,7,4,2,5,3,1,0,0,0,0,4,8,3,0,0,0,0,1,1,7,0,2,7,13,1,0,7,7,13,2,0,1,0,0,22,14,9,1,0,5,0,0,7,0,0,0,15,1,1,1,11,0,0,21,1,12,1,1,0,10,8,0,0,0,17,8,0,9,3,0,1,0,19,4,6,15,1,15,2,1,9,0,10,3,0,10,2,2,0,2,14,0,0,0,0,10,9,1,0,9,0,0,5,0,3,0,0,1,6,4,5,0,20,5,2,5,2,2,0,0,7,6,1,6,11,13,5,7,14,19,0,10,0,0,2,2,0,0,0,0,1,3,1,2,25,30,23,30,1,6,2,2,3,22,3,0,0,3,1,0,3,1,5,2,12,3,1,0,2,14,0,4,7,0,1,1,3,0,0,3,2,9,0,2,0,3,0,0,3,0,1,2,11,2,6,3,1,0,3,2,2,2,0,4,0,2,11,6,12,10,0,1,12,61,15,5,20,7,1,17,7,14,14,0,4,1,7,7,0,5,0,0,8,2,0,3,0,4,14,7,2,0,3,7,10,14,13
2019-07-23,1,2,0,3,6,0,0,22,1,1,2,0,0,4,1,0,3,10,2,1,2,0,1,0,1,6,1,0,1,0,0,0,2,5,0,1,14,12,0,4,3,9,13,0,0,1,0,1,18,5,5,1,3,3,0,0,4,0,0,1,15,1,1,1,8,1,0,8,3,12,2,0,0,8,5,4,1,1,11,6,1,5,2,0,2,1,9,4,1,9,1,8,0,0,8,0,2,0,0,10,0,1,0,3,10,0,0,0,0,10,9,1,0,3,0,0,2,0,0,0,0,0,1,0,2,0,15,3,4,3,2,8,0,1,2,4,1,4,9,9,4,5,4,10,0,4,1,0,4,1,1,0,1,0,0,2,1,0,8,10,10,16,2,1,2,4,1,15,0,0,0,1,1,0,1,0,3,1,11,2,0,0,0,8,0,5,1,0,0,2,2,0,1,1,3,4,0,3,0,3,3,0,2,1,0,3,3,0,0,1,2,0,0,4,2,1,1,2,0,0,9,3,7,6,0,1,7,22,9,1,7,4,0,12,10,8,8,0,1,1,10,8,0,4,1,0,3,2,0,3,0,5,9,10,1,1,2,5,5,6,8
2019-07-23,2,0,0,0,1,0,0,6,0,0,1,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,5,1,0,1,2,3,0,0,0,0,1,4,4,1,1,2,1,0,0,0,0,0,1,5,2,0,1,1,1,0,4,1,2,1,0,0,4,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,3,0,0,1,0,1,0,0,2,0,0,0,0,2,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,1,1,5,0,0,4,2,0,0,3,2,2,1,6,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,1,3,4,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,1,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,2,0,1,1,7,1,3,2,2,0,2,0,4,2,1,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,3,1
2019-07-23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-23,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-07-23,6,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-07-23,7,2,0,0,0,1,1,8,0,1,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,2,1,0,0,0,1,4,0,0,0,0,10,0,5,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0,6,0,2,0,0,0,1,3,1,0,1,5,1,0,3,0,0,0,0,11,9,2,2,0,0,2,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,3,5,0,0,2,0,0,0,0,0,0,0,0,8,0,1,0,5,1,0,5,0,0,0,0,5,10,0,8,4,4,1,2,6,4,1,1,0,0,1,0,0,0,0,0,0,1,2,1,56,46,10,20,2,0,0,0,0,30,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,11,33,7,0,15,13,0,5,4,1,2,0,0,0,1,2,0,12,0,1,2,0,0,1,0,1,0,1,0,0,0,0,7,2,1
2019-07-23,8,4,0,1,2,0,0,7,0,0,2,0,0,15,1,0,3,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,3,0,2,1,2,5,4,3,0,2,0,0,14,3,3,1,1,0,0,0,4,0,0,0,7,1,1,0,5,2,1,10,3,4,3,1,1,5,4,1,0,1,4,2,0,5,2,0,0,1,14,10,2,10,1,3,1,0,4,0,1,0,0,20,0,1,0,1,11,0,0,0,0,3,1,5,0,2,0,0,0,0,1,1,1,0,6,0,0,0,17,0,0,11,1,3,2,0,2,13,1,3,3,4,5,3,10,11,1,4,0,0,1,0,0,0,0,0,0,0,3,1,66,41,13,25,1,5,0,1,0,21,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,9,0,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,8,0,0,0,0,2,0,2,0,1,0,1,6,1,3,6,0,2,11,39,14,1,22,20,1,6,8,4,1,0,0,0,3,6,0,8,0,0,4,1,0,0,0,0,4,3,0,0,1,10,10,6,3
2019-07-23,9,1,0,1,0,0,0,12,1,1,0,0,1,13,0,0,1,5,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,7,6,0,1,1,5,6,2,0,1,0,2,26,2,11,1,3,2,0,0,1,0,0,0,6,2,0,1,5,6,0,14,2,3,1,0,0,8,5,1,0,0,5,7,0,3,5,0,1,0,21,8,3,9,2,1,1,0,7,0,0,1,0,39,3,1,0,0,21,0,0,0,0,10,7,2,0,4,3,0,1,0,0,1,0,0,11,2,2,0,20,3,1,13,0,4,1,0,6,11,0,5,4,10,1,12,14,7,0,11,0,0,1,2,0,0,1,0,2,4,1,1,82,75,34,47,1,3,0,1,0,46,3,0,3,0,1,0,2,0,7,0,4,0,0,0,3,18,0,1,2,1,0,1,3,0,0,3,3,3,0,0,0,1,2,0,1,0,0,2,2,0,11,0,3,0,1,2,0,1,2,1,0,0,11,2,5,5,0,2,16,61,9,1,16,25,0,5,9,3,5,0,1,2,4,10,0,20,1,0,4,1,0,0,0,1,6,4,1,0,0,10,13,5,8
